"var.names","mean","2.5%","97.5%","Rhat","actual.val","p.yr","mu.v.yr","r","case","sp"
"mu.psi",0.776,0.638,0.899,1.782,0,"-1","0","3","all","ms"
"sigma.psi.sp",0.685,0.552,0.862,1.012,0.5,"-1","0","3","all","ms"
"mu.psi.yr",-0.061,-0.188,0.072,1.011,0,"-1","0","3","all","ms"
"sigma.psi.yr",0.259,0.156,0.386,1.044,0.2,"-1","0","3","all","ms"
"mu.p",-2.261,-2.391,-2.127,1.116,-0.5,"-1","0","3","all","ms"
"sigma.p.sp",0.362,0.295,0.439,1.008,NA,"-1","0","3","all","ms"
"p.yr",-0.674,-0.79,-0.565,1.11,-1,"-1","0","3","all","ms"
"sigma.p.site",1.512,1.462,1.56,1.005,1.5,"-1","0","3","all","ms"
"per_chage_bci",-1.94351492099093,-6.02002185665489,2.2615490650212,NA,0,"-1","0","3","all","ms"
"mu.psi",0.407,0.295,0.533,1.063,0,"0","-0.5","3","all","ms"
"sigma.psi.sp",0.587,0.479,0.716,0.996,0.5,"0","-0.5","3","all","ms"
"mu.psi.yr",0.266,0.148,0.392,0.998,0,"0","-0.5","3","all","ms"
"sigma.psi.yr",0.279,0.183,0.403,1.137,0.2,"0","-0.5","3","all","ms"
"mu.p",-2.16,-2.276,-2.063,1.119,-0.5,"0","-0.5","3","all","ms"
"sigma.p.sp",0.29,0.241,0.349,1,NA,"0","-0.5","3","all","ms"
"p.yr",-0.603,-0.7,-0.487,1.015,0,"0","-0.5","3","all","ms"
"sigma.p.site",1.592,1.538,1.642,1.039,1.5,"0","-0.5","3","all","ms"
"per_chage_bci",10.2903900285918,5.66878899183185,14.710612195112,NA,0,"0","-0.5","3","all","ms"
"mu.psi",0.453,0.335,0.578,1.008,0,"0","0","3","all","ms"
"sigma.psi.sp",0.554,0.462,0.683,1.048,0.5,"0","0","3","all","ms"
"mu.psi.yr",-0.034,-0.113,0.049,1.095,0,"0","0","3","all","ms"
"sigma.psi.yr",0.127,0.003,0.247,1.156,0.2,"0","0","3","all","ms"
"mu.p",-2.247,-2.332,-2.149,1.03,-0.5,"0","0","3","all","ms"
"sigma.p.sp",0.345,0.283,0.417,1.011,NA,"0","0","3","all","ms"
"p.yr",0.062,-0.041,0.169,1.025,0,"0","0","3","all","ms"
"sigma.p.site",1.537,1.485,1.593,0.999,1.5,"0","0","3","all","ms"
"per_chage_bci",-1.3275654668381,-4.41562141072638,1.92574132442704,NA,0,"0","0","3","all","ms"
"mu.psi",0.468,0.314,0.585,1.138,0,"0.5","-0.5","3","all","ms"
"sigma.psi.sp",0.475,0.392,0.578,1.001,0.5,"0.5","-0.5","3","all","ms"
"mu.psi.yr",0.201,0.061,0.314,1.062,0,"0.5","-0.5","3","all","ms"
"sigma.psi.yr",0.323,0.246,0.424,1.009,0.2,"0.5","-0.5","3","all","ms"
"mu.p",-2.189,-2.288,-2.092,1.185,-0.5,"0.5","-0.5","3","all","ms"
"sigma.p.sp",0.29,0.238,0.356,1.013,NA,"0.5","-0.5","3","all","ms"
"p.yr",-0.273,-0.373,-0.169,1.24,0.5,"0.5","-0.5","3","all","ms"
"sigma.p.site",1.574,1.522,1.625,0.999,1.5,"0.5","-0.5","3","all","ms"
"per_chage_bci",7.56926024070925,2.3883455696872,11.8665897707986,NA,0,"0.5","-0.5","3","all","ms"
"mu.psi",0.449,0.264,0.589,1.375,0,"0.5","0","3","all","ms"
"sigma.psi.sp",0.566,0.463,0.724,1.013,0.5,"0.5","0","3","all","ms"
"mu.psi.yr",-0.001,-0.102,0.114,1.05,0,"0.5","0","3","all","ms"
"sigma.psi.yr",0.227,0.145,0.325,1.009,0.2,"0.5","0","3","all","ms"
"mu.p",-2.188,-2.292,-2.089,1.082,-0.5,"0.5","0","3","all","ms"
"sigma.p.sp",0.308,0.252,0.366,1.011,NA,"0.5","0","3","all","ms"
"p.yr",0.363,0.253,0.476,1.029,0.5,"0.5","0","3","all","ms"
"sigma.p.site",1.509,1.461,1.563,1.003,1.5,"0.5","0","3","all","ms"
"per_chage_bci",-0.0355028619477526,-3.87009989104218,4.41347768014585,NA,0,"0.5","0","3","all","ms"
"mu.psi",0.563,0.432,0.737,1.311,0,"1","-0.5","3","all","ms"
"sigma.psi.sp",0.561,0.451,0.697,1.023,0.5,"1","-0.5","3","all","ms"
"mu.psi.yr",0.423,0.299,0.557,1.006,0,"1","-0.5","3","all","ms"
"sigma.psi.yr",0.299,0.199,0.414,1.001,0.2,"1","-0.5","3","all","ms"
"mu.p",-2.171,-2.262,-2.067,1.006,-0.5,"1","-0.5","3","all","ms"
"sigma.p.sp",0.279,0.223,0.351,1.006,NA,"1","-0.5","3","all","ms"
"p.yr",-0.128,-0.225,-0.041,1.021,1,"1","-0.5","3","all","ms"
"sigma.p.site",1.577,1.525,1.638,1.003,1.5,"1","-0.5","3","all","ms"
"per_chage_bci",14.326636251903,9.9687847053954,19.8049270866719,NA,0,"1","-0.5","3","all","ms"
"mu.psi",0.561,0.327,0.794,1.711,0,"1","0","3","all","ms"
"sigma.psi.sp",0.713,0.581,0.879,1.015,0.5,"1","0","3","all","ms"
"mu.psi.yr",-0.061,-0.162,0.054,1.044,0,"1","0","3","all","ms"
"sigma.psi.yr",0.272,0.188,0.375,1.057,0.2,"1","0","3","all","ms"
"mu.p",-2.137,-2.23,-2.022,1.134,-0.5,"1","0","3","all","ms"
"sigma.p.sp",0.274,0.22,0.334,1,NA,"1","0","3","all","ms"
"p.yr",0.613,0.511,0.713,1.004,1,"1","0","3","all","ms"
"sigma.p.site",1.541,1.489,1.591,0.999,1.5,"1","0","3","all","ms"
"per_chage_bci",-2.22055151042064,-5.9718283602779,2.10789579483646,NA,0,"1","0","3","all","ms"
"mu.psi",0.466,0.241,0.677,2.407,0,"-0.5","-0.5","4","all","ms"
"sigma.psi.sp",0.626,0.509,0.76,1.063,0.5,"-0.5","-0.5","4","all","ms"
"mu.psi.yr",0.446,0.296,0.627,1.059,0,"-0.5","-0.5","4","all","ms"
"sigma.psi.yr",0.334,0.205,0.464,1.031,0.2,"-0.5","-0.5","4","all","ms"
"mu.p",-2.132,-2.284,-2.008,1.229,-0.5,"-0.5","-0.5","4","all","ms"
"sigma.p.sp",0.315,0.257,0.387,1.017,NA,"-0.5","-0.5","4","all","ms"
"p.yr",-0.998,-1.12,-0.865,1.023,-0.5,"-0.5","-0.5","4","all","ms"
"sigma.p.site",1.523,1.474,1.576,0.996,1.5,"-0.5","-0.5","4","all","ms"
"per_chage_bci",16.1236539864926,10.3989407817418,22.6755106113532,NA,0,"-0.5","-0.5","4","all","ms"
"mu.psi",0.52,0.384,0.649,1.427,0,"-0.5","0","4","all","ms"
"sigma.psi.sp",0.57,0.46,0.714,1.019,0.5,"-0.5","0","4","all","ms"
"mu.psi.yr",0.009,-0.11,0.12,1.017,0,"-0.5","0","4","all","ms"
"sigma.psi.yr",0.184,0.057,0.289,1.053,0.2,"-0.5","0","4","all","ms"
"mu.p",-2.209,-2.319,-2.078,1.321,-0.5,"-0.5","0","4","all","ms"
"sigma.p.sp",0.378,0.314,0.472,0.996,NA,"-0.5","0","4","all","ms"
"p.yr",-0.351,-0.482,-0.232,1.032,-0.5,"-0.5","0","4","all","ms"
"sigma.p.site",1.537,1.49,1.587,1.025,1.5,"-0.5","0","4","all","ms"
"per_chage_bci",0.34336001889458,-4.17172242168303,4.49628659427486,NA,0,"-0.5","0","4","all","ms"
"mu.psi",0.581,0.425,0.754,1.639,0,"-1","-0.5","4","all","ms"
"sigma.psi.sp",0.714,0.586,0.868,1.017,0.5,"-1","-0.5","4","all","ms"
"mu.psi.yr",0.356,0.16,0.597,1.096,0,"-1","-0.5","4","all","ms"
"sigma.psi.yr",0.426,0.295,0.599,1.036,0.2,"-1","-0.5","4","all","ms"
"mu.p",-2.14,-2.259,-2.043,1.045,-0.5,"-1","-0.5","4","all","ms"
"sigma.p.sp",0.33,0.267,0.407,1.018,NA,"-1","-0.5","4","all","ms"
"p.yr",-1.36,-1.48,-1.261,1.057,-1,"-1","-0.5","4","all","ms"
"sigma.p.site",1.503,1.451,1.56,1.003,1.5,"-1","-0.5","4","all","ms"
"per_chage_bci",12.0396606655518,5.28139712125809,20.310918782046,NA,0,"-1","-0.5","4","all","ms"
"mu.psi",0.404,0.246,0.532,1.098,0,"-1","0","4","all","ms"
"sigma.psi.sp",0.521,0.405,0.632,1.008,0.5,"-1","0","4","all","ms"
"mu.psi.yr",-0.048,-0.17,0.06,1.024,0,"-1","0","4","all","ms"
"sigma.psi.yr",0.269,0.171,0.375,1.083,0.2,"-1","0","4","all","ms"
"mu.p",-2.068,-2.191,-1.944,1.143,-0.5,"-1","0","4","all","ms"
"sigma.p.sp",0.357,0.289,0.44,1.011,NA,"-1","0","4","all","ms"
"p.yr",-0.669,-0.783,-0.559,1.141,-1,"-1","0","4","all","ms"
"sigma.p.site",1.471,1.419,1.516,1.001,1.5,"-1","0","4","all","ms"
"per_chage_bci",-1.94010437055207,-6.88633422059456,2.38305674447014,NA,0,"-1","0","4","all","ms"
"mu.psi",0.405,0.28,0.534,1.44,0,"0","-0.5","4","all","ms"
"sigma.psi.sp",0.633,0.512,0.77,1.008,0.5,"0","-0.5","4","all","ms"
"mu.psi.yr",0.344,0.228,0.469,1.037,0,"0","-0.5","4","all","ms"
"sigma.psi.yr",0.32,0.213,0.449,1.035,0.2,"0","-0.5","4","all","ms"
"mu.p",-2.076,-2.177,-1.96,1.029,-0.5,"0","-0.5","4","all","ms"
"sigma.p.sp",0.326,0.251,0.402,0.999,NA,"0","-0.5","4","all","ms"
"p.yr",-0.653,-0.755,-0.536,1.006,0,"0","-0.5","4","all","ms"
"sigma.p.site",1.569,1.513,1.623,1.007,1.5,"0","-0.5","4","all","ms"
"per_chage_bci",13.2019534099733,8.64682663184472,17.955075076042,NA,0,"0","-0.5","4","all","ms"
"mu.psi",0.457,0.294,0.63,1.108,0,"0","0","4","all","ms"
"sigma.psi.sp",0.539,0.442,0.653,1.009,0.5,"0","0","4","all","ms"
"mu.psi.yr",0.054,-0.056,0.169,1,0,"0","0","4","all","ms"
"sigma.psi.yr",0.314,0.235,0.403,1,0.2,"0","0","4","all","ms"
"mu.p",-1.996,-2.078,-1.915,1.029,-0.5,"0","0","4","all","ms"
"sigma.p.sp",0.303,0.25,0.373,1.006,NA,"0","0","4","all","ms"
"p.yr",-0.11,-0.201,-0.021,1.06,0,"0","0","4","all","ms"
"sigma.p.site",1.475,1.427,1.53,1,1.5,"0","0","4","all","ms"
"per_chage_bci",2.08271167852092,-2.11736904219683,6.40739399854004,NA,0,"0","0","4","all","ms"
"mu.psi",0.429,0.226,0.598,1.146,0,"0.5","-0.5","4","all","ms"
"sigma.psi.sp",0.642,0.532,0.783,1.034,0.5,"0.5","-0.5","4","all","ms"
"mu.psi.yr",0.328,0.207,0.45,1.031,0,"0.5","-0.5","4","all","ms"
"sigma.psi.yr",0.279,0.196,0.385,1.042,0.2,"0.5","-0.5","4","all","ms"
"mu.p",-2.192,-2.294,-2.093,1.013,-0.5,"0.5","-0.5","4","all","ms"
"sigma.p.sp",0.31,0.251,0.382,1.012,NA,"0.5","-0.5","4","all","ms"
"p.yr",-0.339,-0.451,-0.232,1.021,0.5,"0.5","-0.5","4","all","ms"
"sigma.p.site",1.562,1.52,1.612,1.005,1.5,"0.5","-0.5","4","all","ms"
"per_chage_bci",12.3994722460941,7.7923892005392,17.2338503051859,NA,0,"0.5","-0.5","4","all","ms"
"mu.psi",0.602,0.438,0.734,2.488,0,"0.5","0","4","all","ms"
"sigma.psi.sp",0.551,0.463,0.667,1.008,0.5,"0.5","0","4","all","ms"
"mu.psi.yr",0.019,-0.105,0.125,1.144,0,"0.5","0","4","all","ms"
"sigma.psi.yr",0.226,0.159,0.321,0.999,0.2,"0.5","0","4","all","ms"
"mu.p",-2.045,-2.155,-1.913,1.298,-0.5,"0.5","0","4","all","ms"
"sigma.p.sp",0.333,0.271,0.408,1.037,NA,"0.5","0","4","all","ms"
"p.yr",0.145,0.028,0.271,1.07,0.5,"0.5","0","4","all","ms"
"sigma.p.site",1.539,1.492,1.591,1.005,1.5,"0.5","0","4","all","ms"
"per_chage_bci",0.689348762563954,-3.52133869771961,4.58832723754529,NA,0,"0.5","0","4","all","ms"
"mu.psi",0.417,0.295,0.525,1.246,0,"1","-0.5","4","all","ms"
"sigma.psi.sp",0.617,0.501,0.747,1.015,0.5,"1","-0.5","4","all","ms"
"mu.psi.yr",0.135,0.025,0.24,1.021,0,"1","-0.5","4","all","ms"
"sigma.psi.yr",0.302,0.23,0.4,1.006,0.2,"1","-0.5","4","all","ms"
"mu.p",-2.163,-2.279,-2.063,1.031,-0.5,"1","-0.5","4","all","ms"
"sigma.p.sp",0.261,0.213,0.323,1.017,NA,"1","-0.5","4","all","ms"
"p.yr",0.037,-0.092,0.141,1.002,1,"1","-0.5","4","all","ms"
"sigma.p.site",1.595,1.544,1.645,1.011,1.5,"1","-0.5","4","all","ms"
"per_chage_bci",5.2639376167638,0.973289860247395,9.08885445543066,NA,0,"1","-0.5","4","all","ms"
"mu.psi",0.417,0.242,0.558,2.094,0,"1","0","4","all","ms"
"sigma.psi.sp",0.623,0.509,0.742,1.031,0.5,"1","0","4","all","ms"
"mu.psi.yr",-0.005,-0.109,0.094,1.014,0,"1","0","4","all","ms"
"sigma.psi.yr",0.223,0.151,0.318,1.058,0.2,"1","0","4","all","ms"
"mu.p",-2.228,-2.315,-2.128,1.113,-0.5,"1","0","4","all","ms"
"sigma.p.sp",0.306,0.249,0.385,1.005,NA,"1","0","4","all","ms"
"p.yr",0.618,0.516,0.72,1.005,1,"1","0","4","all","ms"
"sigma.p.site",1.524,1.477,1.568,1.034,1.5,"1","0","4","all","ms"
"per_chage_bci",-0.204345509452072,-4.28113144243126,3.77179310682153,NA,0,"1","0","4","all","ms"
"mu.psi",0.445,0.321,0.605,1.107,0,"-0.5","-0.5","5","all","ms"
"sigma.psi.sp",0.637,0.511,0.788,1.04,0.5,"-0.5","-0.5","5","all","ms"
"mu.psi.yr",0.245,0.097,0.381,1.01,0,"-0.5","-0.5","5","all","ms"
"sigma.psi.yr",0.373,0.263,0.503,1.024,0.2,"-0.5","-0.5","5","all","ms"
"mu.p",-2.158,-2.264,-2.04,1.15,-0.5,"-0.5","-0.5","5","all","ms"
"sigma.p.sp",0.224,0.169,0.288,1.053,NA,"-0.5","-0.5","5","all","ms"
"p.yr",-0.924,-1.038,-0.807,1.013,-0.5,"-0.5","-0.5","5","all","ms"
"sigma.p.site",1.55,1.494,1.61,1.027,1.5,"-0.5","-0.5","5","all","ms"
"per_chage_bci",9.25785147319711,3.90226333002855,13.9673911726313,NA,0,"-0.5","-0.5","5","all","ms"
"mu.psi",0.66,0.519,0.899,1.728,0,"-0.5","0","5","all","ms"
"sigma.psi.sp",0.695,0.56,0.879,1.03,0.5,"-0.5","0","5","all","ms"
"mu.psi.yr",-0.026,-0.132,0.076,1.063,0,"-0.5","0","5","all","ms"
"sigma.psi.yr",0.232,0.105,0.338,1.212,0.2,"-0.5","0","5","all","ms"
"mu.p",-2.18,-2.296,-2.08,1.026,-0.5,"-0.5","0","5","all","ms"
"sigma.p.sp",0.309,0.25,0.38,1.001,NA,"-0.5","0","5","all","ms"
"p.yr",-0.31,-0.422,-0.197,1.008,-0.5,"-0.5","0","5","all","ms"
"sigma.p.site",1.522,1.465,1.57,0.996,1.5,"-0.5","0","5","all","ms"
"per_chage_bci",-0.882233388590421,-4.38216232969846,2.77012655781013,NA,0,"-0.5","0","5","all","ms"
"mu.psi",0.708,0.599,0.854,1.062,0,"-1","-0.5","5","all","ms"
"sigma.psi.sp",0.589,0.468,0.721,1.013,0.5,"-1","-0.5","5","all","ms"
"mu.psi.yr",0.396,0.203,0.587,1.106,0,"-1","-0.5","5","all","ms"
"sigma.psi.yr",0.367,0.237,0.52,1.066,0.2,"-1","-0.5","5","all","ms"
"mu.p",-2.218,-2.373,-2.116,1.01,-0.5,"-1","-0.5","5","all","ms"
"sigma.p.sp",0.38,0.317,0.468,1.006,NA,"-1","-0.5","5","all","ms"
"p.yr",-1.204,-1.32,-1.074,1.04,-1,"-1","-0.5","5","all","ms"
"sigma.p.site",1.528,1.475,1.582,1.019,1.5,"-1","-0.5","5","all","ms"
"per_chage_bci",12.0742357626435,6.46914048753426,18.0548666877017,NA,0,"-1","-0.5","5","all","ms"
"mu.psi",0.464,0.34,0.615,1.126,0,"-1","0","5","all","ms"
"sigma.psi.sp",0.541,0.435,0.671,1.021,0.5,"-1","0","5","all","ms"
"mu.psi.yr",0.026,-0.114,0.142,1.009,0,"-1","0","5","all","ms"
"sigma.psi.yr",0.257,0.156,0.368,1.134,0.2,"-1","0","5","all","ms"
"mu.p",-2.177,-2.294,-2.069,1.073,-0.5,"-1","0","5","all","ms"
"sigma.p.sp",0.328,0.272,0.396,1.014,NA,"-1","0","5","all","ms"
"p.yr",-0.73,-0.846,-0.615,1.008,-1,"-1","0","5","all","ms"
"sigma.p.site",1.556,1.503,1.607,0.997,1.5,"-1","0","5","all","ms"
"per_chage_bci",0.995204276103266,-4.32380072362241,5.42538688244184,NA,0,"-1","0","5","all","ms"
"mu.psi",0.618,0.522,0.71,1.299,0,"0","-0.5","5","all","ms"
"sigma.psi.sp",0.526,0.418,0.639,1.002,0.5,"0","-0.5","5","all","ms"
"mu.psi.yr",0.209,0.08,0.339,1.018,0,"0","-0.5","5","all","ms"
"sigma.psi.yr",0.291,0.18,0.427,1.005,0.2,"0","-0.5","5","all","ms"
"mu.p",-2.276,-2.382,-2.162,1.135,-0.5,"0","-0.5","5","all","ms"
"sigma.p.sp",0.266,0.211,0.335,1,NA,"0","-0.5","5","all","ms"
"p.yr",-0.608,-0.727,-0.505,1.052,0,"0","-0.5","5","all","ms"
"sigma.p.site",1.575,1.52,1.635,1.014,1.5,"0","-0.5","5","all","ms"
"per_chage_bci",7.04638182898568,2.6958605981378,11.4144516967908,NA,0,"0","-0.5","5","all","ms"
"mu.psi",0.497,0.34,0.677,1.071,0,"0","0","5","all","ms"
"sigma.psi.sp",0.59,0.491,0.721,1.01,0.5,"0","0","5","all","ms"
"mu.psi.yr",-0.017,-0.106,0.093,1.011,0,"0","0","5","all","ms"
"sigma.psi.yr",0.295,0.206,0.392,1.053,0.2,"0","0","5","all","ms"
"mu.p",-2.159,-2.249,-2.051,1.026,-0.5,"0","0","5","all","ms"
"sigma.p.sp",0.335,0.281,0.402,1.005,NA,"0","0","5","all","ms"
"p.yr",0.037,-0.06,0.14,1.1,0,"0","0","5","all","ms"
"sigma.p.site",1.533,1.488,1.583,1.009,1.5,"0","0","5","all","ms"
"per_chage_bci",-0.658325289395817,-4.08347001381228,3.51701747730346,NA,0,"0","0","5","all","ms"
"mu.psi",0.498,0.361,0.636,1.619,0,"0.5","-0.5","5","all","ms"
"sigma.psi.sp",0.64,0.51,0.794,1.021,0.5,"0.5","-0.5","5","all","ms"
"mu.psi.yr",0.286,0.138,0.436,1.162,0,"0.5","-0.5","5","all","ms"
"sigma.psi.yr",0.399,0.283,0.55,1.028,0.2,"0.5","-0.5","5","all","ms"
"mu.p",-2.286,-2.382,-2.171,1.078,-0.5,"0.5","-0.5","5","all","ms"
"sigma.p.sp",0.34,0.279,0.423,1.021,NA,"0.5","-0.5","5","all","ms"
"p.yr",-0.249,-0.342,-0.143,1.123,0.5,"0.5","-0.5","5","all","ms"
"sigma.p.site",1.581,1.528,1.633,1.029,1.5,"0.5","-0.5","5","all","ms"
"per_chage_bci",10.3915029360059,4.98360303420878,15.7344520371004,NA,0,"0.5","-0.5","5","all","ms"
"mu.psi",0.388,0.269,0.492,1.13,0,"0.5","0","5","all","ms"
"sigma.psi.sp",0.537,0.446,0.653,0.999,0.5,"0.5","0","5","all","ms"
"mu.psi.yr",0.006,-0.075,0.081,1.075,0,"0.5","0","5","all","ms"
"sigma.psi.yr",0.15,0.042,0.247,1.115,0.2,"0.5","0","5","all","ms"
"mu.p",-2.104,-2.202,-2.01,1.039,-0.5,"0.5","0","5","all","ms"
"sigma.p.sp",0.27,0.218,0.335,1.007,NA,"0.5","0","5","all","ms"
"p.yr",0.248,0.154,0.346,1.008,0.5,"0.5","0","5","all","ms"
"sigma.p.site",1.507,1.457,1.555,1.008,1.5,"0.5","0","5","all","ms"
"per_chage_bci",0.26539112559592,-3.05239946825662,3.34341714262975,NA,0,"0.5","0","5","all","ms"
"mu.psi",0.428,0.29,0.548,1.346,0,"1","-0.5","5","all","ms"
"sigma.psi.sp",0.502,0.407,0.601,1.013,0.5,"1","-0.5","5","all","ms"
"mu.psi.yr",0.252,0.141,0.354,1.004,0,"1","-0.5","5","all","ms"
"sigma.psi.yr",0.282,0.183,0.398,1.049,0.2,"1","-0.5","5","all","ms"
"mu.p",-2.291,-2.384,-2.191,1.378,-0.5,"1","-0.5","5","all","ms"
"sigma.p.sp",0.257,0.214,0.32,1.037,NA,"1","-0.5","5","all","ms"
"p.yr",0.039,-0.066,0.149,1.184,1,"1","-0.5","5","all","ms"
"sigma.p.site",1.632,1.575,1.694,0.999,1.5,"1","-0.5","5","all","ms"
"per_chage_bci",9.66239212201961,5.45815134051072,13.9516602186762,NA,0,"1","-0.5","5","all","ms"
"mu.psi",0.497,0.319,0.689,2.128,0,"1","0","5","all","ms"
"sigma.psi.sp",0.578,0.483,0.73,1.026,0.5,"1","0","5","all","ms"
"mu.psi.yr",-0.019,-0.116,0.075,1.017,0,"1","0","5","all","ms"
"sigma.psi.yr",0.263,0.174,0.367,1.025,0.2,"1","0","5","all","ms"
"mu.p",-2.225,-2.347,-2.122,1.127,-0.5,"1","0","5","all","ms"
"sigma.p.sp",0.266,0.217,0.323,1.007,NA,"1","0","5","all","ms"
"p.yr",0.66,0.564,0.76,1.211,1,"1","0","5","all","ms"
"sigma.p.site",1.486,1.435,1.532,1.007,1.5,"1","0","5","all","ms"
"per_chage_bci",-0.691748408131673,-4.43833024531922,2.97341799277577,NA,0,"1","0","5","all","ms"
"mu.psi",0.598,0.425,0.802,1.803,0,"-0.5","-0.5","6","all","ms"
"sigma.psi.sp",0.726,0.579,0.909,1.017,0.5,"-0.5","-0.5","6","all","ms"
"mu.psi.yr",0.121,-0.021,0.279,1.046,0,"-0.5","-0.5","6","all","ms"
"sigma.psi.yr",0.363,0.219,0.513,1.063,0.2,"-0.5","-0.5","6","all","ms"
"mu.p",-2.312,-2.432,-2.194,1.214,-0.5,"-0.5","-0.5","6","all","ms"
"sigma.p.sp",0.353,0.285,0.424,1.021,NA,"-0.5","-0.5","6","all","ms"
"p.yr",-0.86,-0.961,-0.754,1.034,-0.5,"-0.5","-0.5","6","all","ms"
"sigma.p.site",1.551,1.507,1.602,1.014,1.5,"-0.5","-0.5","6","all","ms"
"per_chage_bci",4.20282570247536,-0.702728288449952,9.29271898565784,NA,0,"-0.5","-0.5","6","all","ms"
"mu.psi",0.532,0.392,0.646,1.151,0,"-0.5","0","6","all","ms"
"sigma.psi.sp",0.56,0.455,0.708,1.035,0.5,"-0.5","0","6","all","ms"
"mu.psi.yr",0.091,-0.014,0.207,1.009,0,"-0.5","0","6","all","ms"
"sigma.psi.yr",0.301,0.217,0.406,1.025,0.2,"-0.5","0","6","all","ms"
"mu.p",-2.068,-2.224,-1.942,1.098,-0.5,"-0.5","0","6","all","ms"
"sigma.p.sp",0.306,0.255,0.373,0.999,NA,"-0.5","0","6","all","ms"
"p.yr",-0.411,-0.534,-0.291,1.061,-0.5,"-0.5","0","6","all","ms"
"sigma.p.site",1.519,1.472,1.569,1.004,1.5,"-0.5","0","6","all","ms"
"per_chage_bci",3.31359136756784,-0.510618036170635,7.71877490481412,NA,0,"-0.5","0","6","all","ms"
"mu.psi",0.634,0.498,0.773,1.034,0,"-1","-0.5","6","all","ms"
"sigma.psi.sp",0.474,0.364,0.6,1.013,0.5,"-1","-0.5","6","all","ms"
"mu.psi.yr",0.258,0.097,0.42,1.166,0,"-1","-0.5","6","all","ms"
"sigma.psi.yr",0.384,0.243,0.524,1.021,0.2,"-1","-0.5","6","all","ms"
"mu.p",-2.242,-2.344,-2.135,1.019,-0.5,"-1","-0.5","6","all","ms"
"sigma.p.sp",0.3,0.244,0.377,1.011,NA,"-1","-0.5","6","all","ms"
"p.yr",-1.268,-1.409,-1.15,1.019,-1,"-1","-0.5","6","all","ms"
"sigma.p.site",1.596,1.541,1.657,1.017,1.5,"-1","-0.5","6","all","ms"
"per_chage_bci",8.53074329319235,3.276292485891,13.9451176999868,NA,0,"-1","-0.5","6","all","ms"
"mu.psi",0.607,0.455,0.824,1.122,0,"-1","0","6","all","ms"
"sigma.psi.sp",0.7,0.565,0.85,1.018,0.5,"-1","0","6","all","ms"
"mu.psi.yr",-0.117,-0.235,0.02,1.005,0,"-1","0","6","all","ms"
"sigma.psi.yr",0.252,0.125,0.361,1.008,0.2,"-1","0","6","all","ms"
"mu.p",-2.126,-2.219,-2.023,1.038,-0.5,"-1","0","6","all","ms"
"sigma.p.sp",0.215,0.17,0.271,1,NA,"-1","0","6","all","ms"
"p.yr",-0.65,-0.776,-0.521,1.031,-1,"-1","0","6","all","ms"
"sigma.p.site",1.458,1.417,1.501,1.033,1.5,"-1","0","6","all","ms"
"per_chage_bci",-4.20850070189391,-8.5167255900984,0.725903755468605,NA,0,"-1","0","6","all","ms"
"mu.psi",0.464,0.339,0.607,1.013,0,"0","-0.5","6","all","ms"
"sigma.psi.sp",0.639,0.514,0.772,1.002,0.5,"0","-0.5","6","all","ms"
"mu.psi.yr",0.205,0.069,0.362,1.053,0,"0","-0.5","6","all","ms"
"sigma.psi.yr",0.303,0.166,0.428,1.219,0.2,"0","-0.5","6","all","ms"
"mu.p",-2.173,-2.289,-2.053,1.13,-0.5,"0","-0.5","6","all","ms"
"sigma.p.sp",0.321,0.261,0.392,1.009,NA,"0","-0.5","6","all","ms"
"p.yr",-0.588,-0.707,-0.467,1.092,0,"0","-0.5","6","all","ms"
"sigma.p.site",1.532,1.479,1.583,1.048,1.5,"0","-0.5","6","all","ms"
"per_chage_bci",7.72442645721209,2.57227042500716,13.4733761564524,NA,0,"0","-0.5","6","all","ms"
"mu.psi",0.519,0.369,0.659,1.254,0,"0","0","6","all","ms"
"sigma.psi.sp",0.608,0.503,0.739,1.003,0.5,"0","0","6","all","ms"
"mu.psi.yr",-0.098,-0.207,-0.003,1.157,0,"0","0","6","all","ms"
"sigma.psi.yr",0.197,0.091,0.296,1.06,0.2,"0","0","6","all","ms"
"mu.p",-2.228,-2.342,-2.128,1.037,-0.5,"0","0","6","all","ms"
"sigma.p.sp",0.295,0.24,0.353,1.013,NA,"0","0","6","all","ms"
"p.yr",0.016,-0.109,0.128,1.065,0,"0","0","6","all","ms"
"sigma.p.site",1.496,1.442,1.546,0.999,1.5,"0","0","6","all","ms"
"per_chage_bci",-3.69264394899115,-7.55722916659666,-0.116823248205559,NA,0,"0","0","6","all","ms"
"mu.psi",0.477,0.374,0.663,1.445,0,"0.5","-0.5","6","all","ms"
"sigma.psi.sp",0.568,0.467,0.694,1.01,0.5,"0.5","-0.5","6","all","ms"
"mu.psi.yr",0.077,-0.017,0.197,1.06,0,"0.5","-0.5","6","all","ms"
"sigma.psi.yr",0.234,0.138,0.334,1.019,0.2,"0.5","-0.5","6","all","ms"
"mu.p",-2.188,-2.274,-2.09,1.232,-0.5,"0.5","-0.5","6","all","ms"
"sigma.p.sp",0.251,0.203,0.305,1.031,NA,"0.5","-0.5","6","all","ms"
"p.yr",-0.252,-0.359,-0.151,1.047,0.5,"0.5","-0.5","6","all","ms"
"sigma.p.site",1.589,1.538,1.645,1.01,1.5,"0.5","-0.5","6","all","ms"
