"var.names","mean","2.5%","97.5%","Rhat","actual.val","mu.psi.yr","mu.v.yr","r","case","sp"
"sigma.psi.sp",0.503,0.403,0.626,1.013,0.5,"-0.5","-0.5","8","detected","ms"
"mu.psi.yr",-0.576,-0.685,-0.475,1.063,-0.5,"-0.5","-0.5","8","detected","ms"
"sigma.psi.yr",0.278,0.203,0.376,1.008,0.2,"-0.5","-0.5","8","detected","ms"
"mu.p",-0.215,-0.382,-0.069,1.155,-0.5,"-0.5","-0.5","8","detected","ms"
"sigma.p.sp",0.555,0.458,0.682,1.003,NA,"-0.5","-0.5","8","detected","ms"
"p.yr",-0.165,-0.288,-0.051,1.037,-0.5,"-0.5","-0.5","8","detected","ms"
"sigma.p.site",1.112,1.068,1.158,0.998,1.5,"-0.5","-0.5","8","detected","ms"
"per_chage_bci",-27.8006780282994,-32.558491751133,-23.2168341149771,NA,-24.4918662403709,"-0.5","-0.5","8","detected","ms"
"mu.psi",-0.064,-0.15,0.082,1.152,0,"-0.5","0","8","detected","ms"
"sigma.psi.sp",0.484,0.397,0.587,1.006,0.5,"-0.5","0","8","detected","ms"
"mu.psi.yr",-0.594,-0.678,-0.51,1.004,-0.5,"-0.5","0","8","detected","ms"
"sigma.psi.yr",0.181,0.112,0.256,1.005,0.2,"-0.5","0","8","detected","ms"
"mu.p",-0.121,-0.236,0.004,1.023,-0.5,"-0.5","0","8","detected","ms"
"sigma.p.sp",0.54,0.452,0.664,1.008,NA,"-0.5","0","8","detected","ms"
"p.yr",-0.133,-0.229,-0.022,1.045,-0.5,"-0.5","0","8","detected","ms"
"sigma.p.site",1.144,1.092,1.198,1.011,1.5,"-0.5","0","8","detected","ms"
"per_chage_bci",-29.4959691456371,-32.6303021396153,-25.4932070312348,NA,-24.4918662403709,"-0.5","0","8","detected","ms"
"mu.psi",-0.022,-0.158,0.104,1.497,0,"-1","-0.5","8","detected","ms"
"sigma.psi.sp",0.557,0.461,0.688,1.011,0.5,"-1","-0.5","8","detected","ms"
"mu.psi.yr",-1.023,-1.109,-0.948,1.019,-1,"-1","-0.5","8","detected","ms"
"sigma.psi.yr",0.113,0.033,0.2,1.064,0.2,"-1","-0.5","8","detected","ms"
"mu.p",-0.1,-0.231,0.037,1.023,-0.5,"-1","-0.5","8","detected","ms"
"sigma.p.sp",0.5,0.409,0.619,1.014,NA,"-1","-0.5","8","detected","ms"
"p.yr",-0.017,-0.142,0.13,1,-0.5,"-1","-0.5","8","detected","ms"
"sigma.p.site",1.102,1.049,1.157,0.996,1.5,"-1","-0.5","8","detected","ms"
"per_chage_bci",-47.355652619508,-50.2683698598988,-43.7186725472942,NA,-46.211715726001,"-1","-0.5","8","detected","ms"
"mu.psi",0.012,-0.14,0.154,1.074,0,"-1","0","8","detected","ms"
"sigma.psi.sp",0.524,0.424,0.639,1.028,0.5,"-1","0","8","detected","ms"
"mu.psi.yr",-0.979,-1.074,-0.891,1.026,-1,"-1","0","8","detected","ms"
"sigma.psi.yr",0.185,0.123,0.257,1.044,0.2,"-1","0","8","detected","ms"
"mu.p",-0.233,-0.392,-0.073,1.063,-0.5,"-1","0","8","detected","ms"
"sigma.p.sp",0.579,0.484,0.708,1.001,NA,"-1","0","8","detected","ms"
"p.yr",-0.132,-0.251,-0.008,1.006,-0.5,"-1","0","8","detected","ms"
"sigma.p.site",1.089,1.043,1.139,1.009,1.5,"-1","0","8","detected","ms"
"per_chage_bci",-45.1812833510716,-48.8837322494012,-41.4286243920291,NA,-46.211715726001,"-1","0","8","detected","ms"
"mu.psi",-0.161,-0.293,-0.012,1.119,0,"0","-0.5","8","detected","ms"
"sigma.psi.sp",0.543,0.443,0.658,1.011,0.5,"0","-0.5","8","detected","ms"
"mu.psi.yr",0.126,0.019,0.232,1.013,0,"0","-0.5","8","detected","ms"
"sigma.psi.yr",0.179,0.084,0.268,1.057,0.2,"0","-0.5","8","detected","ms"
"mu.p",-0.312,-0.442,-0.162,1.008,-0.5,"0","-0.5","8","detected","ms"
"sigma.p.sp",0.457,0.378,0.556,1.005,NA,"0","-0.5","8","detected","ms"
"p.yr",-0.409,-0.536,-0.284,1.02,-0.5,"0","-0.5","8","detected","ms"
"sigma.p.site",1.075,1.037,1.122,1.017,1.5,"0","-0.5","8","detected","ms"
"per_chage_bci",6.886573812899,1.0143803416783,12.8998727949643,NA,0,"0","-0.5","8","detected","ms"
"mu.psi",-0.006,-0.137,0.12,1.273,0,"0","0","8","detected","ms"
"sigma.psi.sp",0.542,0.448,0.661,1.001,0.5,"0","0","8","detected","ms"
"mu.psi.yr",-0.059,-0.143,0.005,1.035,0,"0","0","8","detected","ms"
"sigma.psi.yr",0.152,0.075,0.239,1.028,0.2,"0","0","8","detected","ms"
"mu.p",-0.137,-0.261,-0.029,1.017,-0.5,"0","0","8","detected","ms"
"sigma.p.sp",0.509,0.414,0.603,1.006,NA,"0","0","8","detected","ms"
"p.yr",-0.263,-0.376,-0.151,1.036,-0.5,"0","0","8","detected","ms"
"sigma.p.site",1.175,1.128,1.224,1.017,1.5,"0","0","8","detected","ms"
"per_chage_bci",-2.92832705656828,-7.06236320073087,0.266800454444153,NA,0,"0","0","8","detected","ms"
"mu.psi",-0.01,-0.142,0.114,1.395,0,"0.5","-0.5","8","detected","ms"
"sigma.psi.sp",0.501,0.418,0.609,1.009,0.5,"0.5","-0.5","8","detected","ms"
"mu.psi.yr",0.578,0.467,0.694,1.049,0.5,"0.5","-0.5","8","detected","ms"
"sigma.psi.yr",0.203,0.017,0.318,1.477,0.2,"0.5","-0.5","8","detected","ms"
"mu.p",-0.24,-0.392,-0.107,1.038,-0.5,"0.5","-0.5","8","detected","ms"
"sigma.p.sp",0.517,0.432,0.627,1.008,NA,"0.5","-0.5","8","detected","ms"
"p.yr",-0.387,-0.509,-0.276,1.031,-0.5,"0.5","-0.5","8","detected","ms"
"sigma.p.site",1.125,1.077,1.17,0.999,1.5,"0.5","-0.5","8","detected","ms"
"per_chage_bci",28.3446919865236,22.1116931989366,34.759932007754,NA,24.4918662403709,"0.5","-0.5","8","detected","ms"
"mu.psi",-0.06,-0.188,0.073,1.073,0,"0.5","0","8","detected","ms"
"sigma.psi.sp",0.474,0.387,0.58,1.001,0.5,"0.5","0","8","detected","ms"
"mu.psi.yr",0.587,0.5,0.683,1.161,0.5,"0.5","0","8","detected","ms"
"sigma.psi.yr",0.213,0.139,0.307,1.069,0.2,"0.5","0","8","detected","ms"
"mu.p",-0.131,-0.284,0.005,1.202,-0.5,"0.5","0","8","detected","ms"
"sigma.p.sp",0.558,0.463,0.68,1.011,NA,"0.5","0","8","detected","ms"
"p.yr",-0.513,-0.63,-0.401,1.077,-0.5,"0.5","0","8","detected","ms"
"sigma.p.site",1.193,1.15,1.245,1.013,1.5,"0.5","0","8","detected","ms"
"per_chage_bci",29.6704591973466,24.592996127609,35.8679472678862,NA,24.4918662403709,"0.5","0","8","detected","ms"
"mu.psi",0.035,-0.131,0.268,1.077,0,"1","-0.5","8","detected","ms"
"sigma.psi.sp",0.554,0.465,0.67,1.016,0.5,"1","-0.5","8","detected","ms"
"mu.psi.yr",0.953,0.84,1.09,1.022,1,"1","-0.5","8","detected","ms"
"sigma.psi.yr",0.211,0.109,0.325,1.006,0.2,"1","-0.5","8","detected","ms"
"mu.p",-0.203,-0.321,-0.092,1.159,-0.5,"1","-0.5","8","detected","ms"
"sigma.p.sp",0.508,0.415,0.624,1.009,NA,"1","-0.5","8","detected","ms"
"p.yr",-0.45,-0.559,-0.351,1.022,-0.5,"1","-0.5","8","detected","ms"
"sigma.p.site",1.199,1.148,1.248,1.001,1.5,"1","-0.5","8","detected","ms"
"per_chage_bci",43.2659671206792,35.4570737613969,50.4236524537547,NA,46.211715726001,"1","-0.5","8","detected","ms"
"mu.psi",-0.163,-0.287,-0.068,1.106,0,"1","0","8","detected","ms"
"sigma.psi.sp",0.473,0.376,0.575,1.002,0.5,"1","0","8","detected","ms"
"mu.psi.yr",0.961,0.876,1.043,1.064,1,"1","0","8","detected","ms"
"sigma.psi.yr",0.113,0.022,0.236,1.073,0.2,"1","0","8","detected","ms"
"mu.p",-0.249,-0.364,-0.117,1.06,-0.5,"1","0","8","detected","ms"
"sigma.p.sp",0.537,0.452,0.634,0.999,NA,"1","0","8","detected","ms"
"p.yr",-0.534,-0.632,-0.436,1.005,-0.5,"1","0","8","detected","ms"
"sigma.p.site",1.138,1.089,1.186,1.007,1.5,"1","0","8","detected","ms"
"per_chage_bci",50.1585988840647,44.9906330853686,56.9811458680671,NA,46.211715726001,"1","0","8","detected","ms"
"mu.psi",0.071,-0.057,0.177,1.307,0,"-0.5","-0.5","9","detected","ms"
"sigma.psi.sp",0.479,0.389,0.59,0.997,0.5,"-0.5","-0.5","9","detected","ms"
"mu.psi.yr",-0.652,-0.752,-0.545,1.079,-0.5,"-0.5","-0.5","9","detected","ms"
"sigma.psi.yr",0.182,0.1,0.267,1.066,0.2,"-0.5","-0.5","9","detected","ms"
"mu.p",-0.322,-0.437,-0.204,1.033,-0.5,"-0.5","-0.5","9","detected","ms"
"sigma.p.sp",0.46,0.367,0.564,1.004,NA,"-0.5","-0.5","9","detected","ms"
"p.yr",-0.048,-0.182,0.069,1.01,-0.5,"-0.5","-0.5","9","detected","ms"
"sigma.p.site",1.084,1.03,1.135,1.005,1.5,"-0.5","-0.5","9","detected","ms"
"per_chage_bci",-30.7029742614146,-34.9049343400228,-25.8670509777403,NA,-24.4918662403709,"-0.5","-0.5","9","detected","ms"
"mu.psi",-0.008,-0.108,0.091,1.025,0,"-0.5","0","9","detected","ms"
"sigma.psi.sp",0.404,0.331,0.495,1.014,0.5,"-0.5","0","9","detected","ms"
"mu.psi.yr",-0.528,-0.626,-0.442,1.005,-0.5,"-0.5","0","9","detected","ms"
"sigma.psi.yr",0.188,0.121,0.265,1.009,0.2,"-0.5","0","9","detected","ms"
"mu.p",-0.149,-0.269,-0.035,1.106,-0.5,"-0.5","0","9","detected","ms"
"sigma.p.sp",0.386,0.314,0.46,1.01,NA,"-0.5","0","9","detected","ms"
"p.yr",-0.177,-0.293,-0.058,1.025,-0.5,"-0.5","0","9","detected","ms"
"sigma.p.site",1.087,1.04,1.132,0.998,1.5,"-0.5","0","9","detected","ms"
"per_chage_bci",-25.8654532867042,-29.9852405066253,-21.9310696649419,NA,-24.4918662403709,"-0.5","0","9","detected","ms"
"mu.psi",0.125,-0.008,0.247,1.076,0,"-1","-0.5","9","detected","ms"
"sigma.psi.sp",0.5,0.405,0.627,1,0.5,"-1","-0.5","9","detected","ms"
"mu.psi.yr",-1.161,-1.272,-1.044,0.999,-1,"-1","-0.5","9","detected","ms"
"sigma.psi.yr",0.267,0.189,0.352,1,0.2,"-1","-0.5","9","detected","ms"
"mu.p",-0.242,-0.383,-0.086,1.042,-0.5,"-1","-0.5","9","detected","ms"
"sigma.p.sp",0.507,0.419,0.615,1.001,NA,"-1","-0.5","9","detected","ms"
"p.yr",0.128,-0.013,0.278,1.014,-0.5,"-1","-0.5","9","detected","ms"
"sigma.p.site",1.096,1.048,1.149,1.003,1.5,"-1","-0.5","9","detected","ms"
"per_chage_bci",-50.6640921551673,-54.9834551890482,-46.3457870974223,NA,-46.211715726001,"-1","-0.5","9","detected","ms"
"mu.psi",-0.023,-0.175,0.103,1.36,0,"-1","0","9","detected","ms"
"sigma.psi.sp",0.538,0.443,0.654,1.003,0.5,"-1","0","9","detected","ms"
"mu.psi.yr",-1.117,-1.21,-1.016,1.082,-1,"-1","0","9","detected","ms"
"sigma.psi.yr",0.184,0.108,0.269,1.012,0.2,"-1","0","9","detected","ms"
"mu.p",-0.256,-0.406,-0.112,1.062,-0.5,"-1","0","9","detected","ms"
"sigma.p.sp",0.557,0.467,0.685,1.004,NA,"-1","0","9","detected","ms"
"p.yr",0.101,-0.063,0.224,1.079,-0.5,"-1","0","9","detected","ms"
"sigma.p.site",1.069,1.019,1.117,1.002,1.5,"-1","0","9","detected","ms"
"per_chage_bci",-50.9232089565869,-54.5550228498034,-46.8339952230697,NA,-46.211715726001,"-1","0","9","detected","ms"
"mu.psi",0.008,-0.171,0.162,1.522,0,"0","-0.5","9","detected","ms"
"sigma.psi.sp",0.542,0.456,0.661,1.011,0.5,"0","-0.5","9","detected","ms"
"mu.psi.yr",0.061,-0.044,0.166,1.002,0,"0","-0.5","9","detected","ms"
"sigma.psi.yr",0.27,0.189,0.358,1.007,0.2,"0","-0.5","9","detected","ms"
"mu.p",-0.16,-0.284,-0.054,1.044,-0.5,"0","-0.5","9","detected","ms"
"sigma.p.sp",0.451,0.367,0.563,1.002,NA,"0","-0.5","9","detected","ms"
"p.yr",-0.417,-0.541,-0.302,1.013,-0.5,"0","-0.5","9","detected","ms"
"sigma.p.site",1.125,1.079,1.171,1.011,1.5,"0","-0.5","9","detected","ms"
"per_chage_bci",3.07266840578835,-2.07587253583449,8.29003833103368,NA,0,"0","-0.5","9","detected","ms"
"mu.psi",-0.152,-0.279,-0.036,1.119,0,"0","0","9","detected","ms"
"sigma.psi.sp",0.593,0.485,0.725,0.998,0.5,"0","0","9","detected","ms"
"mu.psi.yr",0.002,-0.074,0.086,1.015,0,"0","0","9","detected","ms"
"sigma.psi.yr",0.178,0.119,0.239,1.054,0.2,"0","0","9","detected","ms"
"mu.p",-0.141,-0.302,0.01,1.056,-0.5,"0","0","9","detected","ms"
"sigma.p.sp",0.517,0.428,0.617,1.006,NA,"0","0","9","detected","ms"
"p.yr",-0.347,-0.465,-0.221,1.002,-0.5,"0","0","9","detected","ms"
"sigma.p.site",1.131,1.083,1.176,1.005,1.5,"0","0","9","detected","ms"
"per_chage_bci",0.129315975118329,-3.89963417824057,4.74587993063397,NA,0,"0","0","9","detected","ms"
"mu.psi",-0.086,-0.199,0.039,1.038,0,"0.5","-0.5","9","detected","ms"
"sigma.psi.sp",0.537,0.443,0.652,1.01,0.5,"0.5","-0.5","9","detected","ms"
"mu.psi.yr",0.584,0.494,0.663,1.047,0.5,"0.5","-0.5","9","detected","ms"
"sigma.psi.yr",0.104,0.002,0.209,1.155,0.2,"0.5","-0.5","9","detected","ms"
"mu.p",-0.06,-0.219,0.097,1.069,-0.5,"0.5","-0.5","9","detected","ms"
"sigma.p.sp",0.47,0.388,0.567,1.019,NA,"0.5","-0.5","9","detected","ms"
"p.yr",-0.49,-0.59,-0.38,1.016,-0.5,"0.5","-0.5","9","detected","ms"
"sigma.p.site",1.144,1.096,1.19,1.008,1.5,"0.5","-0.5","9","detected","ms"
"per_chage_bci",29.9830344980418,25.2810074996242,34.9882319573597,NA,24.4918662403709,"0.5","-0.5","9","detected","ms"
"mu.psi",0.035,-0.078,0.142,1.008,0,"0.5","0","9","detected","ms"
"sigma.psi.sp",0.505,0.414,0.63,1.012,0.5,"0.5","0","9","detected","ms"
"mu.psi.yr",0.55,0.449,0.635,1.005,0.5,"0.5","0","9","detected","ms"
"sigma.psi.yr",0.164,0.078,0.258,1.023,0.2,"0.5","0","9","detected","ms"
"mu.p",-0.256,-0.414,-0.102,1.025,-0.5,"0.5","0","9","detected","ms"
"sigma.p.sp",0.535,0.446,0.637,1.019,NA,"0.5","0","9","detected","ms"
"p.yr",-0.431,-0.54,-0.318,1.016,-0.5,"0.5","0","9","detected","ms"
"sigma.p.site",1.168,1.124,1.206,1.012,1.5,"0.5","0","9","detected","ms"
"per_chage_bci",26.2482979832942,21.1752868240087,31.150010668021,NA,24.4918662403709,"0.5","0","9","detected","ms"
"mu.psi",-0.008,-0.107,0.131,1.086,0,"1","-0.5","9","detected","ms"
"sigma.psi.sp",0.459,0.371,0.566,1.009,0.5,"1","-0.5","9","detected","ms"
"mu.psi.yr",1.03,0.931,1.132,1.01,1,"1","-0.5","9","detected","ms"
"sigma.psi.yr",0.133,0.019,0.256,1.281,0.2,"1","-0.5","9","detected","ms"
"mu.p",-0.102,-0.242,0.074,1.03,-0.5,"1","-0.5","9","detected","ms"
"sigma.p.sp",0.463,0.373,0.558,1.015,NA,"1","-0.5","9","detected","ms"
"p.yr",-0.493,-0.615,-0.379,1.008,-0.5,"1","-0.5","9","detected","ms"
"sigma.p.site",1.218,1.167,1.27,1.008,1.5,"1","-0.5","9","detected","ms"
"per_chage_bci",47.6577760216063,41.6264026247371,53.1845009698737,NA,46.211715726001,"1","-0.5","9","detected","ms"
"mu.psi",-0.067,-0.191,0.052,1.087,0,"1","0","9","detected","ms"
"sigma.psi.sp",0.462,0.378,0.555,1.005,0.5,"1","0","9","detected","ms"
"mu.psi.yr",1.052,0.942,1.147,1.116,1,"1","0","9","detected","ms"
"sigma.psi.yr",0.22,0.127,0.313,1.044,0.2,"1","0","9","detected","ms"
"mu.p",-0.158,-0.319,-0.025,1.119,-0.5,"1","0","9","detected","ms"
"sigma.p.sp",0.517,0.415,0.638,1.007,NA,"1","0","9","detected","ms"
"p.yr",-0.433,-0.543,-0.313,1.005,-0.5,"1","0","9","detected","ms"
"sigma.p.site",1.21,1.165,1.263,1.001,1.5,"1","0","9","detected","ms"
"per_chage_bci",50.680756957457,44.4928956623078,57.6097226733188,NA,46.211715726001,"1","0","9","detected","ms"
"mu.psi",-0.052,-0.147,0.064,1.24,0,"-0.5","-0.5","1","visits","ms"
"sigma.psi.sp",0.517,0.421,0.633,1.009,0.5,"-0.5","-0.5","1","visits","ms"
"mu.psi.yr",-0.572,-0.671,-0.473,1.037,-0.5,"-0.5","-0.5","1","visits","ms"
"sigma.psi.yr",0.242,0.166,0.328,1.058,0.2,"-0.5","-0.5","1","visits","ms"
"mu.p",-0.482,-0.61,-0.36,1.422,-0.5,"-0.5","-0.5","1","visits","ms"
"sigma.p.sp",0.403,0.334,0.497,1.009,NA,"-0.5","-0.5","1","visits","ms"
"p.yr",-0.548,-0.666,-0.412,1.056,-0.5,"-0.5","-0.5","1","visits","ms"
"sigma.p.site",1.496,1.434,1.555,1.011,1.5,"-0.5","-0.5","1","visits","ms"
"per_chage_bci",-28.3238790818644,-32.6519955368808,-23.8574683833134,NA,-24.4918662403709,"-0.5","-0.5","1","visits","ms"
"mu.psi",0.011,-0.142,0.152,1.246,0,"-0.5","0","1","visits","ms"
"sigma.psi.sp",0.562,0.46,0.691,1.059,0.5,"-0.5","0","1","visits","ms"
"mu.psi.yr",-0.472,-0.564,-0.377,1.007,-0.5,"-0.5","0","1","visits","ms"
"sigma.psi.yr",0.231,0.145,0.324,1.011,0.2,"-0.5","0","1","visits","ms"
"mu.p",-0.522,-0.673,-0.293,1.15,-0.5,"-0.5","0","1","visits","ms"
"sigma.p.sp",0.527,0.438,0.645,1.002,NA,"-0.5","0","1","visits","ms"
"p.yr",-0.49,-0.625,-0.371,1.047,-0.5,"-0.5","0","1","visits","ms"
"sigma.p.site",1.472,1.412,1.524,1.025,1.5,"-0.5","0","1","visits","ms"
"per_chage_bci",-23.0544857705457,-27.5043660993955,-18.3979904110437,NA,-24.4918662403709,"-0.5","0","1","visits","ms"
"mu.psi",-0.016,-0.132,0.148,1.412,0,"-1","-0.5","1","visits","ms"
"sigma.psi.sp",0.522,0.435,0.627,0.999,0.5,"-1","-0.5","1","visits","ms"
"mu.psi.yr",-1.079,-1.189,-0.968,1.009,-1,"-1","-0.5","1","visits","ms"
"sigma.psi.yr",0.226,0.142,0.306,1.016,0.2,"-1","-0.5","1","visits","ms"
"mu.p",-0.419,-0.593,-0.271,1.027,-0.5,"-1","-0.5","1","visits","ms"
"sigma.p.sp",0.599,0.488,0.736,0.996,NA,"-1","-0.5","1","visits","ms"
"p.yr",-0.532,-0.711,-0.381,1.021,-0.5,"-1","-0.5","1","visits","ms"
"sigma.p.site",1.493,1.435,1.55,1.026,1.5,"-1","-0.5","1","visits","ms"
"per_chage_bci",-49.4290525343747,-53.5966525506452,-45.4311833794995,NA,-46.211715726001,"-1","-0.5","1","visits","ms"
"mu.psi",0.133,0.005,0.275,1.131,0,"-1","0","1","visits","ms"
"sigma.psi.sp",0.47,0.382,0.576,1.008,0.5,"-1","0","1","visits","ms"
"mu.psi.yr",-1.079,-1.17,-0.983,1.058,-1,"-1","0","1","visits","ms"
"sigma.psi.yr",0.188,0.108,0.276,1.025,0.2,"-1","0","1","visits","ms"
"mu.p",-0.538,-0.673,-0.401,1.147,-0.5,"-1","0","1","visits","ms"
"sigma.p.sp",0.429,0.348,0.528,1.008,NA,"-1","0","1","visits","ms"
"p.yr",-0.423,-0.557,-0.292,1.074,-0.5,"-1","0","1","visits","ms"
"sigma.p.site",1.611,1.546,1.683,1.011,1.5,"-1","0","1","visits","ms"
"per_chage_bci",-47.5112161713666,-50.9080624776876,-44.3371355482981,NA,-46.211715726001,"-1","0","1","visits","ms"
"mu.psi",0,-0.119,0.117,1.227,0,"0","-0.5","1","visits","ms"
"sigma.psi.sp",0.618,0.516,0.781,1.013,0.5,"0","-0.5","1","visits","ms"
"mu.psi.yr",-0.087,-0.186,0.011,1.038,0,"0","-0.5","1","visits","ms"
"sigma.psi.yr",0.203,0.113,0.292,1.012,0.2,"0","-0.5","1","visits","ms"
"mu.p",-0.603,-0.735,-0.455,1.129,-0.5,"0","-0.5","1","visits","ms"
"sigma.p.sp",0.492,0.409,0.598,0.999,NA,"0","-0.5","1","visits","ms"
"p.yr",-0.402,-0.547,-0.252,1.011,-0.5,"0","-0.5","1","visits","ms"
"sigma.p.site",1.515,1.46,1.567,1.001,1.5,"0","-0.5","1","visits","ms"
"per_chage_bci",-4.32839658864275,-9.51405941156512,0.570516968649056,NA,0,"0","-0.5","1","visits","ms"
"mu.psi",0.07,-0.036,0.201,1.074,0,"0","0","1","visits","ms"
"sigma.psi.sp",0.485,0.397,0.596,1.006,0.5,"0","0","1","visits","ms"
"mu.psi.yr",-0.057,-0.154,0.04,0.998,0,"0","0","1","visits","ms"
"sigma.psi.yr",0.267,0.196,0.358,1.006,0.2,"0","0","1","visits","ms"
"mu.p",-0.467,-0.621,-0.314,1.141,-0.5,"0","0","1","visits","ms"
"sigma.p.sp",0.55,0.453,0.639,1.009,NA,"0","0","1","visits","ms"
"p.yr",-0.471,-0.588,-0.346,1.007,-0.5,"0","0","1","visits","ms"
"sigma.p.site",1.503,1.446,1.553,0.996,1.5,"0","0","1","visits","ms"
"per_chage_bci",-2.74866028081278,-7.39304324979797,1.9744472652356,NA,0,"0","0","1","visits","ms"
"mu.psi",0.008,-0.106,0.131,1.109,0,"0.5","-0.5","1","visits","ms"
"sigma.psi.sp",0.482,0.408,0.576,1.02,0.5,"0.5","-0.5","1","visits","ms"
"mu.psi.yr",0.447,0.338,0.563,1.09,0.5,"0.5","-0.5","1","visits","ms"
"sigma.psi.yr",0.224,0.138,0.314,1,0.2,"0.5","-0.5","1","visits","ms"
"mu.p",-0.476,-0.62,-0.349,1.072,-0.5,"0.5","-0.5","1","visits","ms"
"sigma.p.sp",0.481,0.397,0.609,1.008,NA,"0.5","-0.5","1","visits","ms"
"p.yr",-0.615,-0.736,-0.456,1.054,-0.5,"0.5","-0.5","1","visits","ms"
"sigma.p.site",1.506,1.445,1.565,1.005,1.5,"0.5","-0.5","1","visits","ms"
"per_chage_bci",21.904058845921,16.4593442486509,27.6328274018616,NA,24.4918662403709,"0.5","-0.5","1","visits","ms"
"mu.psi",0.133,-0.054,0.312,1.534,0,"0.5","0","1","visits","ms"
"sigma.psi.sp",0.659,0.542,0.799,1.008,0.5,"0.5","0","1","visits","ms"
"mu.psi.yr",0.379,0.291,0.472,1.003,0.5,"0.5","0","1","visits","ms"
"sigma.psi.yr",0.213,0.126,0.303,1.035,0.2,"0.5","0","1","visits","ms"
"mu.p",-0.482,-0.637,-0.343,1.172,-0.5,"0.5","0","1","visits","ms"
"sigma.p.sp",0.463,0.381,0.567,1.004,NA,"0.5","0","1","visits","ms"
"p.yr",-0.46,-0.583,-0.331,1.186,-0.5,"0.5","0","1","visits","ms"
"sigma.p.site",1.509,1.456,1.562,1.011,1.5,"0.5","0","1","visits","ms"
"per_chage_bci",17.2896553659542,12.5510589538386,22.6512617645419,NA,24.4918662403709,"0.5","0","1","visits","ms"
"mu.psi",0.064,-0.057,0.17,1.02,0,"1","-0.5","1","visits","ms"
"sigma.psi.sp",0.447,0.361,0.551,1,0.5,"1","-0.5","1","visits","ms"
"mu.psi.yr",0.913,0.806,1.041,1.002,1,"1","-0.5","1","visits","ms"
"sigma.psi.yr",0.274,0.167,0.393,1.021,0.2,"1","-0.5","1","visits","ms"
"mu.p",-0.567,-0.708,-0.434,1.17,-0.5,"1","-0.5","1","visits","ms"
"sigma.p.sp",0.603,0.505,0.72,1.001,NA,"1","-0.5","1","visits","ms"
"p.yr",-0.512,-0.633,-0.399,1.034,-0.5,"1","-0.5","1","visits","ms"
"sigma.p.site",1.515,1.456,1.568,0.998,1.5,"1","-0.5","1","visits","ms"
"per_chage_bci",40.8290513032293,34.9963942472012,47.529093838726,NA,46.211715726001,"1","-0.5","1","visits","ms"
"mu.psi",-0.018,-0.185,0.123,1.337,0,"1","0","1","visits","ms"
"sigma.psi.sp",0.548,0.453,0.659,0.999,0.5,"1","0","1","visits","ms"
"mu.psi.yr",1.056,0.963,1.149,1.007,1,"1","0","1","visits","ms"
"sigma.psi.yr",0.233,0.153,0.329,1.016,0.2,"1","0","1","visits","ms"
"mu.p",-0.497,-0.646,-0.375,1.022,-0.5,"1","0","1","visits","ms"
"sigma.p.sp",0.498,0.413,0.602,1.01,NA,"1","0","1","visits","ms"
"p.yr",-0.465,-0.584,-0.338,1.049,-0.5,"1","0","1","visits","ms"
"sigma.p.site",1.549,1.502,1.602,0.998,1.5,"1","0","1","visits","ms"
"per_chage_bci",49.0868283926747,42.2288551661785,57.3426445688779,NA,46.211715726001,"1","0","1","visits","ms"
"mu.psi",-0.07,-0.179,0.036,1.062,0,"-0.5","-0.5","10","visits","ms"
"sigma.psi.sp",0.546,0.457,0.652,1.016,0.5,"-0.5","-0.5","10","visits","ms"
"mu.psi.yr",-0.541,-0.64,-0.441,1.021,-0.5,"-0.5","-0.5","10","visits","ms"
"sigma.psi.yr",0.129,0.026,0.22,1.086,0.2,"-0.5","-0.5","10","visits","ms"
"mu.p",-0.538,-0.708,-0.335,1.727,-0.5,"-0.5","-0.5","10","visits","ms"
"sigma.p.sp",0.571,0.479,0.697,1.015,NA,"-0.5","-0.5","10","visits","ms"
"p.yr",-0.442,-0.597,-0.291,1.163,-0.5,"-0.5","-0.5","10","visits","ms"
"sigma.p.site",1.466,1.415,1.524,1.01,1.5,"-0.5","-0.5","10","visits","ms"
"per_chage_bci",-27.0629983355748,-31.2740742758836,-22.388853774654,NA,-24.4918662403709,"-0.5","-0.5","10","visits","ms"
"mu.psi",0.04,-0.129,0.24,1.238,0,"-0.5","0","10","visits","ms"
"sigma.psi.sp",0.58,0.481,0.699,0.998,0.5,"-0.5","0","10","visits","ms"
"mu.psi.yr",-0.482,-0.579,-0.377,1,-0.5,"-0.5","0","10","visits","ms"
"sigma.psi.yr",0.188,0.119,0.258,1,0.2,"-0.5","0","10","visits","ms"
"mu.p",-0.529,-0.692,-0.391,1.052,-0.5,"-0.5","0","10","visits","ms"
"sigma.p.sp",0.492,0.406,0.596,1.006,NA,"-0.5","0","10","visits","ms"
"p.yr",-0.503,-0.634,-0.378,1.004,-0.5,"-0.5","0","10","visits","ms"
"sigma.p.site",1.47,1.411,1.535,1.001,1.5,"-0.5","0","10","visits","ms"
"per_chage_bci",-23.2497130722816,-27.7392985729102,-18.5267483396864,NA,-24.4918662403709,"-0.5","0","10","visits","ms"
"mu.psi",0.098,-0.042,0.254,1.149,0,"-1","-0.5","10","visits","ms"
"sigma.psi.sp",0.599,0.501,0.718,1.008,0.5,"-1","-0.5","10","visits","ms"
"mu.psi.yr",-0.988,-1.115,-0.882,1.056,-1,"-1","-0.5","10","visits","ms"
